"transaction_id","date","company_name","stock_symbol","trader_name","tansaction_type","quantity","price_per_share","total_value","is_scam_related","sensex"
"0e52eea8-8e40-468e-a913-3f8c4aa7aa88","2/14/1990","Baker-Pacheco","ZmOe","Harshad Mehta","Buy",8094,"362.12","2.9309992e+06",True,3125
"a04c04c9-bcf6-46f3-a3f4-2899fb5ad439","11/19/1990","Ross-Lee","YOCp","Michaela Moore","Sell",1595,"721.86","1.1513668e+06",False,4816
"3cac541c-e486-41a7-89b5-061f4f4dc235","6/7/1990","Bishop-Blevins","vYbr","Michael Oliver","Buy",3404,"304.15","1.0353266e+06",True,2990
"03fceb54-f885-42a3-a6ee-bba3db770292","8/25/1989","Abbott, Rich and Merritt","GOeJ","Harshad Mehta","Buy",3863,"570.74","2.2047685e+06",True,NULL
"5d21c250-45ae-43ed-a233-0e6bde1207fb","4/26/1989","Warner, Brown and Duncan","TAdM","Harshad Mehta","Sell",5332,"481.29","2.5662382e+06",False,NULL
"44322db2-35d1-4c15-b951-b77a3078ec84","9/16/1989","Jackson and Sons","WTAp","Timothy Griffith","Sell",1953,"667.03","1.3027096e+06",True,NULL
"b84baf01-0108-434a-ae5e-df9ee444d598","1/11/1989","Lawrence LLC","whTN","Harshad Mehta","Sell",6685,"937.46","6.26692e+06",True,NULL
"29f48676-73bf-418d-81df-8d859ef38c3b","5/11/1991","Lee, Rogers and Allen","IHeH","Jamie Brady","Buy",1391,"735.25","1.02273275e+06",False,NULL
"dd08b317-4bbb-4d33-85ef-58be112e4674","3/22/1991","Maddox PLC","koAj","Rachel Coffey","Buy",3681,"222.79","820090",False,NULL
"f45c3cfd-d5be-48b1-8691-f63501a213da","9/8/1990","Campbell Ltd","PdmX","Harshad Mehta","Sell",7654,"40.87","312818.97",False,4698
"e5a1eea2-28a0-4e9f-8878-37cd9e252883","11/25/1990","Fernandez, Jones and Kennedy","UOoP","Harshad Mehta","Sell",7380,"269.64","1.9899432e+06",True,4503
"58dfa608-0579-4763-bc0e-2c1337bf2d93","5/15/1990","Allen and Sons","lsyj","Harshad Mehta","Buy",1736,"599.13","1.0400897e+06",False,1068
"c8b0392c-d608-4167-97e2-61582ea642de","8/24/1989","Keller-Porter","GXEg","Vernon Barry","Buy",3796,"60.91","231214.36",False,NULL
"5891ca83-776c-424d-b2b6-11e7f32d0da7","12/6/1990","Collins-Johnson","GFEO","Willie Reyes","Sell",798,"501.4","400117.2",False,4620
"bc82b3df-38c6-4805-87b3-85d95cf19e0a","8/21/1990","Smith-Farmer","zUQi","Nicole Smith","Buy",4837,"600.87","2.9064082e+06",True,3706
"278cc5a4-c43d-434b-9157-2012c54f509b","4/29/1989","Thomas-Gray","yfbr","Ann Pena","Sell",954,"340.9","325218.6",False,NULL
"5bbce6d9-ac1f-4af5-a445-ed072add2fe3","7/7/1990","Ellis, Duncan and Anderson","BGrq","Madeline Allen","Buy",8264,"773.2","6.389725e+06",False,4788
"8c7acee7-5c97-4858-8a72-130f09cb1e7a","4/14/1991","Aguilar PLC","uylj","Harshad Mehta","Sell",5955,"115.53","687981.1",False,NULL
"85a74c67-5780-439f-a786-5350d508b0d3","11/28/1988","Evans, Cantrell and Acevedo","KtVl","Harshad Mehta","Buy",7492,"84.39","632249.9",True,NULL
"4429196b-0749-4852-a46d-d958f2a6531d","7/21/1988","Campbell, Jackson and Crawford","fcBg","Harshad Mehta","Sell",6628,"730.91","4.8444715e+06",False,NULL
"0853233b-6d87-4684-9c07-6303275ee025","2/26/1989","Rubio, Phillips and Martinez","vlzy","Rose Brandt","Buy",5349,"500.54","2.6773885e+06",True,NULL
"6af8ab85-de38-4e52-91b2-6aa819d0011a","10/4/1988","Lawson, Hutchinson and Mercado","RChd","Dustin Hayes","Sell",5272,"691.52","3.6456935e+06",False,NULL
"f3d33dd6-0bc4-4d4f-a98c-8b2bbe7a207f","5/14/1989","Deleon-Martinez","Kabd","Harshad Mehta","Buy",1807,"440.48","795947.4",True,NULL
"8d85c872-0631-489c-8d75-f1a976fb4b16","7/26/1989","Hall and Sons","GYYo","Harshad Mehta","Sell",5891,"253.94","1.4959605e+06",True,NULL
"a6c63c82-dc5e-4d74-bc4f-acd2ca07e55d","2/16/1990","Patel, Soto and Lee","xbkM","Harshad Mehta","Sell",5635,"820.91","4.625828e+06",True,3862
"2dee7668-8a68-4287-b362-6a33aaa8f226","1/26/1991","Allen Group","OxKM","Harshad Mehta","Sell",5031,"801.42","4.031944e+06",False,NULL
"71e95ec1-a456-4721-aa54-9417d3705b21","8/22/1990","Meza, Robertson and Evans","XeCs","Rachel Cortez","Sell",3610,"697.75","2.5188775e+06",True,3052
"9eee5596-5fd3-42ae-8f10-4f046cc71735","4/21/1989","Atkinson-Pugh","ExPe","Harshad Mehta","Sell",302,"279.42","84384.84",False,NULL
"d74e2a50-0025-4b5d-9ba4-7a78ba6d5175","6/23/1990","Wilson, Fox and Nelson","wvNQ","Joan Owens","Buy",4318,"594.33","2.566317e+06",True,1942
"43f8ef24-c171-4553-9e79-c8330c13ef1f","8/1/1990","Tucker Inc","nOpS","Harshad Mehta","Sell",9058,"367.36","3.327547e+06",False,4629
"215eb95e-1690-494f-9f55-885928f2ec50","2/4/1989","Hill LLC","wFeI","Tina Rogers","Buy",4489,"100.67","451907.62",False,NULL
"262fe5e6-294c-47bc-a6e3-335a48dc6b1a","4/11/1991","Miller-Hall","FCri","Carrie Larsen","Sell",2427,"918.14","2.2283258e+06",False,NULL
"8fd1deb9-5d2d-4c9c-94c5-a319745b773d","9/9/1989","Lucas, Mccormick and Jones","TrfN","Harshad Mehta","Buy",8104,"145.45","1.1787268e+06",True,NULL
"eebddc83-2844-4263-9823-b70e90cd8f80","5/25/1989","Hartman, Jimenez and Rivera","hbFI","Harshad Mehta","Sell",3031,"950.73","2.8816628e+06",True,NULL
"4913318b-71a2-4ec2-bc21-ee8c6aa042c6","4/13/1990","Ortega, Higgins and Patterson","csGM","Alexa Flores","Sell",7877,"451.55","3.5568592e+06",True,2985
"07a3eff8-b2c0-4904-a20f-90e1a55943de","3/16/1989","Thompson, Klein and Blankenship","TBNN","Harshad Mehta","Buy",297,"193.28","57404.16",False,NULL
"d0dd985e-0f09-47c5-84ad-0eb9ea275d83","6/5/1991","Young and Sons","dAve","Harshad Mehta","Sell",7225,"546.48","3.948318e+06",False,NULL
"e79b1250-4047-4382-b8ee-ee017f2efca2","9/18/1990","Wilson PLC","SlHS","Harshad Mehta","Buy",2030,"874.22","1.7746666e+06",False,1347
"e6e45873-64a8-4fda-a5c7-ba530b9bf738","6/16/1991","Foster, Floyd and Woods","vdCV","Harshad Mehta","Buy",6387,"734.9","4.6938065e+06",False,NULL
"d85b8314-293b-4123-ba44-9d6fe4f2e352","10/2/1990","Ali, Potter and Rivera","aAWq","Harshad Mehta","Sell",8900,"808.5","7.19565e+06",True,1567
"7517433e-ae8c-4c0d-9b57-885b92c36cce","11/8/1990","Gonzalez, Lutz and Roberts","Uwth","Harshad Mehta","Sell",9439,"662.2","6.250506e+06",True,1592
"ff4bd3d1-abfb-41d0-a567-69e870e08f1b","1/7/1991","Hall-Moon","wnYH","Sheila Price","Buy",4382,"695.35","3.0470238e+06",True,NULL
"6cff816b-bf95-40af-b98d-884a0219cadf","3/26/1990","Spencer, Campbell and Andrews","AHGc","Nicholas Stephens","Sell",2611,"850.7","2.2211778e+06",True,4427
"23fd1634-547c-4017-9fde-95575e777f08","11/12/1988","Mckinney, Miller and Lawson","LOug","Rachel Holmes","Sell",759,"257.17","195192.03",False,NULL
"cb842be9-44fa-496a-bd10-a9320e538b33","5/28/1989","Mcdonald-Brown","nWFh","Harshad Mehta","Sell",2911,"494.53","1.4395769e+06",False,NULL
"a85cb5bc-15f5-4b75-ae52-07dcc8df1526","12/27/1990","Carter and Sons","WoDM","Raymond Taylor","Buy",7198,"229","1.648342e+06",False,4710
"62ef5f92-e6fd-47fb-916c-6ce38a084e84","7/12/1988","Gomez-Walker","TahB","Harshad Mehta","Sell",6646,"987.79","6.5648525e+06",True,NULL
"bee9c17c-4a2c-4392-8411-d08ce40d39f4","9/13/1989","Chandler-Leblanc","kUAk","Harshad Mehta","Buy",9661,"944.62","9.125974e+06",True,NULL
"16dfdaf7-d9e7-478c-87a8-853955746ce7","12/12/1988","Williams-Graham","gsrz","Billy Austin","Buy",2086,"49.03","102276.58",True,NULL
"904cf47e-c2ef-4cfa-b757-69af49ac645f","10/3/1990","Hayes-James","Tgto","Harshad Mehta","Buy",8438,"708.52","5.978492e+06",False,2279
"ad702b9b-35eb-4fa7-87b0-19a0e0867fb8","2/14/1989","Hernandez-Perez","ibwM","Shawn Edwards","Buy",3011,"926","2.788186e+06",True,NULL
"dcf35a77-1810-4c3d-af7a-f335d64435ec","6/18/1990","Wise, Montgomery and Mason","vSPL","Jackson Hansen","Sell",1834,"188.77","346204.2",False,2897
"affa379f-ff8e-44b3-958d-1ffd02569707","12/3/1989","Gibson, Cooper and Jordan","uGiR","Kyle Ramos","Sell",1943,"572.27","1.1119206e+06",False,NULL
"7cda2b0d-e726-4235-ae20-4684f7e89882","8/9/1989","Foley LLC","ejTV","Jared Bryant","Buy",8780,"916.33","8.0453775e+06",True,NULL
"6b562332-18f7-4c3c-9312-7e7626b8ac43","6/14/1989","Sanchez-Jones","ITcz","Nicholas Bentley","Buy",3076,"43.61","134144.36",False,NULL
"cdacf541-4366-4969-b08d-806c2994e2f0","2/22/1989","Walker, Williams and Jones","AJoN","Michael Sparks","Buy",2059,"700.45","1.4422265e+06",False,NULL
"3c7c0916-d3f8-4b56-802e-bf2cadd22bc1","4/1/1991","Riddle Ltd","Aate","Harshad Mehta","Buy",5859,"304.38","1.7833624e+06",False,NULL
"8387558e-1521-4c14-849a-cbb7488e086d","6/12/1989","Webb, Strickland and Avery","SZAk","Harshad Mehta","Sell",6794,"925.15","6.285469e+06",True,NULL
"d09474be-9983-4f02-b503-bbee580bfd29","1/22/1989","Daniels PLC","YIKB","Shannon Kennedy DVM","Buy",2485,"971.35","2.4138048e+06",True,NULL
"21c1be1b-c677-4e8d-997e-b9815254673a","8/30/1990","Dixon, Mitchell and Miller","qdCx","Harshad Mehta","Buy",4836,"944.82","4.5691495e+06",True,1984
"cb3508fc-41c5-41ee-9762-3ed417fb3784","5/15/1991","Mcgee-Berg","Sncq","Harshad Mehta","Buy",1902,"479.47","911951.94",False,NULL
"e4de219f-e908-411c-a440-0302b7d91507","5/19/1989","Brown-Elliott","VzYt","Harshad Mehta","Buy",8255,"863.42","7.127532e+06",True,NULL
"9e9d3bf7-eacc-47a0-bd49-8c28d7b80781","12/26/1988","Stephens, Wilson and Keller","vOve","Jose Beck","Buy",8220,"846.1","6.954942e+06",True,NULL
"5ab56bf5-4413-4a11-b966-01c3f3495e82","11/5/1990","Solomon PLC","VOsn","Harshad Mehta","Sell",6716,"325.91","2.1888115e+06",False,3218
"3f03a5b9-95aa-4944-9912-7cdb29032d15","9/21/1988","Ryan, Roberts and Oneill","Vrcb","Harshad Mehta","Sell",5634,"830.63","4.6797695e+06",False,NULL
"3f57f9c9-620f-4904-b2e6-06a5093a6277","5/2/1990","Aguilar, Holmes and Brown","Eazm","Jerry Hayes","Sell",4161,"46.64","194069.05",False,3900
"0444a676-43fe-4c25-adf4-11a872b2e801","7/4/1991","Valencia-Holden","faGn","Harshad Mehta","Sell",362,"600.31","217312.22",False,NULL
"13c3e9d4-55ed-459f-9c00-bd278b226df7","10/29/1990","Smith LLC","HuXe","Harshad Mehta","Sell",6387,"237.71","1.5182538e+06",True,3133
"dfb0a970-6044-4dc4-a805-c7c854810aa7","11/17/1988","Doyle-Cox","VyqP","Harshad Mehta","Buy",8915,"129.36","1.1532444e+06",True,NULL
"0bbf5f31-6123-40c3-9303-6f53dcd85914","8/10/1990","Turner-Turner","hlqf","Harshad Mehta","Sell",9308,"86.18","802163.44",True,3607
"fdeb054c-4f08-41f4-b9b5-9f43c0926036","9/14/1989","Lucas-King","zBSl","Harshad Mehta","Buy",2149,"699.33","1.5028601e+06",False,NULL
"fd1a0f23-5455-4704-a02d-0174806e1136","6/29/1990","Griffin-Collins","EpKF","Harshad Mehta","Sell",5523,"346.48","1.913609e+06",False,2256
"653b7407-15ec-4993-8751-9890d6ccfd14","6/21/1990","Smith Group","sStS","Harshad Mehta","Sell",4648,"727.52","3.381513e+06",False,2942
"030ebe22-7177-44bc-8eac-f5818c5e42c1","4/10/1990","Martin, Sims and Mccall","WCBs","Kara Green","Sell",3208,"74.7","239637.6",False,3730
"5e3d6f8b-15d5-47ec-a947-6c0b51ba2546","9/25/1990","Sweeney, Vazquez and Holmes","hnYd","Harshad Mehta","Sell",7258,"322.14","2.338092e+06",False,2151
"d07ff913-0af3-4627-9af4-c54eaf44aca7","11/11/1989","Williamson-Smith","kVsf","Harshad Mehta","Buy",7500,"544.1","4.08075e+06",True,NULL
"bb6ba584-7a53-400c-9e5d-ae1271de7973","1/7/1990","Austin-Ware","oVxF","Harshad Mehta","Sell",3270,"792.82","2.5925215e+06",False,3691
"56a9b1b8-c715-4768-9542-f8a8dbcf90b7","2/3/1989","Olson, Smith and Holland","jGBq","Harshad Mehta","Buy",9974,"325.56","3.2471355e+06",False,NULL
"70cec0f8-e356-42e7-a937-75b2d644216e","6/23/1991","Palmer, Navarro and Andersen","mvuY","Amy Smith","Sell",2355,"629.63","1.4827786e+06",True,NULL
"edaf74a6-9bd8-4221-9f71-a63c4341aee6","2/6/1990","Wright, Flores and Hall","ccrT","Zachary Moses","Sell",1254,"887.12","1.1124485e+06",False,3110
"da0057e6-201e-4b33-872f-daf638c572f4","5/22/1991","Montoya, Mora and Sutton","bzFr","Alexis Bryant","Sell",4599,"619.7","2.8500002e+06",True,NULL
"62d57012-6894-46e3-9248-ef6d151ad525","7/28/1988","Castillo and Sons","tPnY","Harshad Mehta","Buy",6395,"240.63","1.5388289e+06",False,NULL
"5f0250db-7d32-4a64-abaa-81f6d323e9d2","2/2/1990","Robbins-Brown","SZFO","Taylor Rodriguez","Buy",6297,"34.16","215105.52",True,4280
"7d5f52cc-8ed6-4cdd-997b-b2ccab2ea5ea","7/5/1989","Bailey, Moreno and Gray","hYTu","Harshad Mehta","Sell",9988,"871.4","8.703543e+06",True,NULL
"1280c612-2b24-4443-ac9b-d46f8b6cb724","6/23/1990","Mclean and Sons","iPOO","Joseph Henderson","Sell",1748,"31.06","54292.88",False,1942
"de6bfaec-f998-4a91-8cb0-8623a97a53cb","11/21/1988","Mclean-Lara","VsWD","Russell Johnson","Buy",5639,"875.95","4.939482e+06",True,NULL
"b9de8aac-0d87-47a7-9b8d-d76dca5206c2","3/8/1990","Jackson-Taylor","tdiB","Harshad Mehta","Buy",9737,"533.65","5.19615e+06",False,2938
"250c848c-326a-4f77-8bef-459bae193f9c","1/18/1989","Cox, Carroll and Morgan","fmDy","Marcus Hopkins","Sell",4299,"939.68","4.0396842e+06",False,NULL
"9a61d4fb-316b-4c7f-9ef6-2ec500feb909","11/22/1990","Lewis-Russo","BHah","Carla Spears","Sell",8545,"800.8","6.842836e+06",False,1778
"213f6bb2-34ff-4ace-8ede-2d62321a9a80","5/21/1990","Richardson-Payne","ziHN","Amy Morris","Buy",2657,"997.95","2.6515532e+06",False,1014
"5f77704e-3908-45ce-9bd8-365fd4ae75fb","3/6/1990","Farmer PLC","ZeJI","Harshad Mehta","Sell",5692,"357.2","2.0331824e+06",False,2773
"d5dcbbbd-88b4-410d-b9fb-4db4ad3a7fb3","1/26/1990","Davis-Mccarthy","AoIj","Harshad Mehta","Buy",198,"769.52","152364.95",False,3137
"48aa2941-df26-4f2e-b9bc-88116e56aa98","10/24/1988","Thompson-Reed","IVnw","Alyssa Lopez","Sell",2300,"407.91","938193",False,NULL
"3e9a3e91-1065-4018-aee2-92f2aa17ec70","12/27/1988","Mccormick-Palmer","ROVP","Harshad Mehta","Sell",3061,"485.08","1.4848299e+06",True,NULL
"c88ec62e-1294-49e2-afd2-de4b865fdd21","11/2/1990","Riley-Salinas","BTvp","Harshad Mehta","Buy",5073,"631.23","3.1991298e+06",False,3458
"fa32a083-7af2-4237-8ce5-7c04a1f27a09","7/5/1990","Wilson and Sons","sKNx","Harshad Mehta","Buy",4533,"874.94","3.966103e+06",False,3096
"a6e1d82c-bcdd-4b8d-aaee-3371adcaee99","12/6/1988","Smith-Brown","thEo","Steven Potter","Sell",2969,"984.24","2.9222085e+06",True,NULL
"a1d5f99c-471d-4cb5-9ffb-0d1bd02db9ad","2/12/1990","Cunningham, Good and Mcgrath","udcS","Harshad Mehta","Buy",1056,"770.59","813743.06",False,1194
"3a768db1-7433-4c64-b838-5c3318177ea5","4/12/1990","Lindsey, Horton and Lawson","Shly","Kirk Huffman","Sell",8452,"423.59","3.5801828e+06",False,3834
"2e12bd56-3ec6-4f5c-b735-4d9101511955","9/15/1990","Davis, Jones and Rivera","EOZL","Harshad Mehta","Buy",5799,"427.14","2.4769848e+06",True,1188
"a770872a-2636-4266-b0d4-c527459f90da","11/12/1990","Bryant-Allen","foyp","Harshad Mehta","Buy",7044,"740.21","5.214039e+06",False,1274
"e15d8f96-fc81-44e0-a18f-c5357aa4a28a","1/30/1991","Mcdaniel-Cameron","GGZz","Joshua Garner","Buy",4593,"246.39","1.1316692e+06",False,NULL
"91702625-a36a-42d0-b668-13312fd0e161","1/19/1991","Taylor-Payne","vkiN","Ashley Yu","Buy",9592,"119.37","1.144997e+06",False,NULL
"35918c9f-345c-4fe6-9d47-2186b8b48ccf","11/12/1988","Walsh-Smith","MWXz","Harshad Mehta","Sell",5011,"361.08","1.8093719e+06",False,NULL
"5cb640cc-7300-4ea1-ad4f-132c0f397c63","12/6/1990","Washington PLC","vqcA","Tammy Garcia","Sell",4087,"294.37","1.2030902e+06",True,4620
"66903db5-517c-42b3-bd0a-94303fe86f73","6/1/1990","Griffin Inc","xWcp","Jennifer Ramsey","Buy",9819,"303.35","2.9785938e+06",False,1881
"236f7617-6f20-4b6f-b4d7-ad871f81b95d","2/5/1990","Miller-Carroll","UBzo","Harshad Mehta","Sell",6115,"241.27","1.475366e+06",False,3641
"ebc23497-c6b5-4e05-8b43-3b4eb2c14639","5/28/1990","Davis, Bradshaw and Taylor","Fenh","Johnathan Ross","Sell",1318,"51.67","68101.06",False,1374
"b1106690-a202-4695-950b-62247e5f4b85","12/27/1988","Howard Inc","uBQZ","Harshad Mehta","Sell",4596,"27.7","127309.2",False,NULL
"6c8641ef-5c74-4994-bca4-2fbcc5f6a862","3/26/1990","Baldwin-Meyer","Anha","Harshad Mehta","Sell",4835,"987.85","4.776255e+06",False,4427
"3cc53a5a-30d7-4e09-97a4-0d29360f5e75","10/11/1988","Brown, Jackson and Hartman","iLKa","Lori Lara","Sell",4655,"433.5","2.0179425e+06",True,NULL
"f3f527c5-dfd6-4148-87cf-f818485ad226","10/30/1988","Wagner-Dunn","ESNA","Harshad Mehta","Sell",9246,"390.48","3.610378e+06",True,NULL
"a8fb1ec2-24c8-4d6c-a5f7-1ace53b9da50","12/21/1988","Jenkins-Baldwin","mMcd","Harshad Mehta","Buy",8150,"682.85","5.5652275e+06",True,NULL
"2a96fe5b-f629-4741-a96d-23fbd0360832","4/12/1989","Barnes, Diaz and Ali","zhjS","Harshad Mehta","Sell",3546,"226.07","801644.25",True,NULL
"3212a17d-8b00-4763-a708-7aaaa62fdfb8","12/9/1989","Kim Group","xQWu","Ryan Nelson","Buy",1145,"950.46","1.0882768e+06",False,NULL
"fb2cee5d-7cba-4197-a49c-cc9ceccd3570","12/20/1989","Schultz-Fleming","MARs","Kevin Hampton","Sell",6993,"788.48","5.5138405e+06",True,NULL
"a04e6633-54d5-409b-8a6c-8eec6af0b917","1/1/1991","Rodriguez Ltd","SFlC","Harshad Mehta","Buy",1793,"98.52","176646.36",False,NULL
"01449a8f-71d0-405f-b37c-bf30c3fc2826","5/5/1991","Patel Ltd","ZcyM","Amanda Watkins","Sell",3536,"423.4","1.4971424e+06",False,NULL
"eec1f2f1-27f3-44d8-87bf-8c756536a73e","3/3/1990","Wright, Norman and Garcia","XLpn","Harshad Mehta","Sell",8854,"880.33","7.794442e+06",True,4868
"ff7a02c0-efdf-4a6f-bb65-578a44a76bf2","2/13/1989","Benjamin-Perez","KaJD","Lauren Hinton","Sell",5995,"945.28","5.6669535e+06",False,NULL
"5886381f-3f05-4c81-8978-a8b50f99337b","7/18/1988","Randolph Inc","RJQV","Terry Carroll","Buy",3454,"472.73","1.6328094e+06",False,NULL
"e059f8fe-3c5d-4bed-b70f-3f1ce2d894e2","1/24/1990","West-Weber","HwtQ","Jordan Morris","Sell",325,"617.28","200616",True,2274
"c8852fca-d6ca-4247-9eaa-d0902bb0e667","7/17/1990","Cobb, Richards and Sandoval","YhNZ","Harshad Mehta","Buy",4993,"175.36","875572.5",False,3329
"9a73dc81-a628-4a3e-a82e-ab7279a32099","12/11/1989","Ramirez, Bolton and Anderson","FlsI","Harshad Mehta","Buy",7122,"991.26","7.0597535e+06",True,NULL
"3f3c77b4-941b-455e-ba35-8d4b86ed21d3","3/9/1989","Reed, Marsh and Evans","UYmr","Cynthia Stephens","Sell",9251,"239.35","2.2142268e+06",False,NULL
"aec7ade0-b91b-4a41-a1b5-379832c509f2","9/28/1990","Sanchez, Ellis and Sanders","QljQ","Scott Rose","Sell",5700,"943.3","5.37681e+06",True,4894
"6d156a04-b42e-469d-9169-fad15f71ed53","9/13/1989","Herman-Martinez","HAZt","Harshad Mehta","Sell",8096,"653.15","5.2879025e+06",False,NULL
"2b6b2b06-4749-42e6-a9bf-212e85570120","4/6/1989","Black and Sons","ghzx","Harshad Mehta","Buy",9107,"611.66","5.5703875e+06",False,NULL
"25dab406-630c-4654-9fb9-4d59832fb7cd","1/10/1990","Perez-Hall","UHAz","Allison Stephens","Buy",7783,"517.56","4.0281695e+06",True,1180
"d4379410-bac5-4728-9c98-ef427315831b","1/19/1989","Hughes-Mccormick","AEKE","Harshad Mehta","Sell",4742,"238.36","1.1303031e+06",False,NULL
"3a5ca496-1778-4cf9-9a26-2885a33352bc","1/28/1989","Riley Inc","hULS","Katherine Pace","Sell",7779,"184.76","1.437248e+06",False,NULL
"072c595d-af69-4788-b33c-9ee64e8b55dc","2/10/1989","Gonzalez, Evans and Martin","PDeT","Harshad Mehta","Sell",8308,"228.28","1.8965502e+06",False,NULL
"9265c39a-4477-4849-930f-b2d09619654f","5/7/1991","Harris, Casey and Bryant","DjtO","Angela Herrera","Buy",7439,"194.57","1.4474062e+06",False,NULL
"fb55d27c-dd67-454b-8fb2-b14c023e8109","9/11/1990","Garza-Richardson","ULON","Mark Ramos","Buy",9535,"781.79","7.4543675e+06",True,3097
"550ae4b6-27f0-4a52-b45b-e0852795c0c5","7/7/1990","Bell-Hayes","JgIk","Harshad Mehta","Sell",2305,"356.62","822009.1",False,4788
"eafb6c16-04d1-472e-98bd-db9c8871a6b6","8/11/1988","Davis Inc","MtgZ","Harshad Mehta","Sell",1169,"67.26","78626.94",True,NULL
"8a24f69f-0697-461e-a87c-968201cc3c3d","9/5/1990","Ward PLC","vwMI","Harshad Mehta","Buy",3544,"969.41","3.435589e+06",True,1302
"aaf53522-cf6f-43a6-93c6-bba37acf1b2b","3/19/1990","Larson-Jones","BKnK","Harshad Mehta","Sell",1160,"884.95","1.026542e+06",True,1967
"890cb1f4-eab1-46f0-b4f5-80215955dc4d","10/11/1989","Sloan LLC","iykl","Harshad Mehta","Sell",2427,"928.47","2.2533968e+06",False,NULL
"7b95d74f-8235-464f-8891-d2af36506093","1/29/1991","Herman, Peters and Collier","fxgc","Michael Owen","Buy",3520,"994.96","3.5022592e+06",True,NULL
"10a59722-3d35-474c-b60f-60f58d46aa7d","9/23/1989","Bryant, Hamilton and Stanley","ZGNy","Harshad Mehta","Buy",401,"182.16","73046.16",True,NULL
"98bc28e3-e6df-4c20-9547-0b804e92597c","5/20/1989","Mills-Mercer","WIOH","Sheri Sanchez","Sell",706,"402.28","284009.7",False,NULL
"5b3f287c-001d-4232-81c9-37dfe1ad44a1","5/13/1990","Mcfarland Ltd","NbBa","Harshad Mehta","Sell",3270,"760.66","2.4873582e+06",False,2452
"24e0470d-42ec-45ae-815f-907ff6a70d10","12/15/1990","Caldwell-Williams","NiUt","Harshad Mehta","Buy",799,"699.06","558548.94",False,4528
"0699f100-d5d3-4f35-ab76-0122615b953b","6/19/1989","Cox-Jones","UTfe","Christina Boyd","Buy",5188,"162.36","842323.7",True,NULL
"90b2bb4e-ac19-4a59-84aa-e4e5b4c0f427","4/14/1989","Smith Ltd","bSMW","Daniel Brooks","Buy",9431,"817.67","7.711446e+06",True,NULL
"c6b76297-0346-4342-9024-bbf888b81c54","10/7/1990","Lee-Scott","CMBd","Harshad Mehta","Buy",290,"232.2","67338",True,3333
"1d7f949a-1b14-48b1-902c-93361887fc55","12/21/1989","Jones, Rodriguez and Fuentes","aLAx","Andre Carson","Buy",1080,"231.58","250106.4",False,NULL
"8650e735-ac17-440a-ad1b-8de5436516ea","8/12/1989","Matthews-Glass","XRGI","Harshad Mehta","Sell",3075,"541.6","1.66542e+06",True,NULL
"fba3d645-ffc6-4cc3-9f34-4781f5d31018","8/22/1989","Berry PLC","stji","Harshad Mehta","Buy",6202,"597.01","3.702656e+06",True,NULL
"b2187b12-d755-4145-9bfa-78161fea94cc","5/6/1990","Brooks PLC","VUDj","Harshad Mehta","Buy",1284,"584.29","750228.4",False,3207
"bd8b4c3a-0451-404b-96e8-5f6d62033ba1","9/26/1989","Vasquez-Frank","wSNb","Timothy Parker","Sell",3427,"100.57","344653.38",False,NULL
"d84a5d36-288a-43ca-848b-03747f36f5e8","5/25/1990","Bowers-Cardenas","xDrb","Brenda Liu","Buy",3494,"878.69","3.0701428e+06",False,1877
"89c910ec-3221-4c13-a771-74604620a89b","10/4/1989","Rich-Cunningham","rlqf","Harshad Mehta","Sell",8419,"272.94","2.2978818e+06",False,NULL
"a466ba55-9997-4051-9b03-0b09591f67a7","1/12/1990","Vasquez LLC","QRpT","Harshad Mehta","Buy",1916,"138.22","264829.53",True,2124
"68b8f77f-dc99-410d-9bbc-eff88e1d9b80","11/7/1989","Rasmussen, Brown and Oconnell","dbNg","Harshad Mehta","Buy",5954,"889.86","5.2982265e+06",False,NULL
"e8e1d732-0584-4c2d-b414-9fae449b46d7","8/24/1988","Ho-Nunez","QQrr","Harshad Mehta","Buy",6809,"956.09","6.510017e+06",True,NULL
"624335c0-88bf-4b7d-bf19-0403e2b825c7","3/4/1989","Martin, Wilson and Walters","NWAt","Scott Steele","Buy",669,"863.51","577688.2",False,NULL
"54ba545c-0f44-444b-9a19-c885ec1978e9","11/8/1988","Mitchell, Green and Greene","WOQS","Harshad Mehta","Sell",5542,"811.42","4.4968895e+06",True,NULL
"eaff68eb-2dd4-4419-934a-c819eb2ca425","1/29/1989","Alexander LLC","YPsU","Harshad Mehta","Buy",1995,"658.69","1.3140865e+06",False,NULL
"0e4928f2-ea35-45fa-a7dd-2e8cf8b7aa49","3/16/1991","Mayo Group","iQxl","Carrie Brooks","Sell",2833,"555.35","1.5733065e+06",False,NULL
"90d832bb-e050-4c2a-99d8-f4e7eb84bf89","8/18/1990","Gibson-Williamson","mIQh","Timothy Young","Sell",3963,"96.12","380923.56",True,1508
"b93304f2-8e49-43ca-b8f0-21548485f817","10/16/1988","Bryant, Dean and Smith","MAzx","Harshad Mehta","Buy",7555,"414.37","3.1305652e+06",True,NULL
"160cb69c-1870-4b5c-90b2-3ff3e879e59c","2/22/1990","Brady, Strong and Fuller","mjHh","Adam Morgan","Sell",4114,"378.96","1.5590415e+06",True,1197
"76edf9b9-73e4-40bd-a978-92115307d8fd","11/11/1990","Smith Group","pHZx","Harshad Mehta","Sell",1786,"267.16","477147.75",False,3389
